pi,s,R,A,D,C,B,Phat,WI
0.600,0.500,0.148,0.100,0.000,0.056,0.033,0.53309,0.04755
0.600,0.500,0.148,0.100,0.000,0.056,0.038,0.53461,0.04974
0.600,0.500,0.148,0.100,0.000,0.056,0.044,0.53612,0.05192
0.600,0.500,0.148,0.100,0.000,0.056,0.049,0.53764,0.05411
0.600,0.500,0.148,0.100,0.000,0.056,0.054,0.53915,0.05629
0.600,0.500,0.148,0.100,0.000,0.056,0.059,0.54066,0.05848
0.600,0.500,0.148,0.100,0.000,0.056,0.064,0.54217,0.06066
0.600,0.500,0.148,0.100,0.000,0.056,0.069,0.54368,0.06285
0.600,0.500,0.148,0.100,0.000,0.056,0.074,0.54519,0.06503
0.600,0.500,0.148,0.100,0.000,0.056,0.079,0.54669,0.06722
0.600,0.500,0.148,0.100,0.000,0.056,0.085,0.54820,0.06941
0.600,0.500,0.148,0.100,0.000,0.056,0.090,0.54970,0.07159
0.600,0.500,0.148,0.100,0.000,0.056,0.095,0.55120,0.07378
0.600,0.500,0.148,0.100,0.000,0.056,0.100,0.55270,0.07596
0.600,0.500,0.148,0.100,0.000,0.062,-0.100,0.49211,-0.01145
0.600,0.500,0.148,0.100,0.000,0.062,-0.095,0.49361,-0.00927
0.600,0.500,0.148,0.100,0.000,0.062,-0.090,0.49512,-0.00708
0.600,0.500,0.148,0.100,0.000,0.062,-0.085,0.49662,-0.00490
0.600,0.500,0.148,0.100,0.000,0.062,-0.079,0.49813,-0.00271
0.600,0.500,0.148,0.100,0.000,0.062,-0.074,0.49964,-0.00052
0.600,0.500,0.148,0.100,0.000,0.062,-0.069,0.50115,0.00166
0.600,0.500,0.148,0.100,0.000,0.062,-0.064,0.50265,0.00385
0.600,0.500,0.148,0.100,0.000,0.062,-0.059,0.50416,0.00603
0.600,0.500,0.148,0.100,0.000,0.062,-0.054,0.50567,0.00822
0.600,0.500,0.148,0.100,0.000,0.062,-0.049,0.50718,0.01040
0.600,0.500,0.148,0.100,0.000,0.062,-0.044,0.50869,0.01259
0.600,0.500,0.148,0.100,0.000,0.062,-0.038,0.51020,0.01477
0.600,0.500,0.148,0.100,0.000,0.062,-0.033,0.51171,0.01696
0.600,0.500,0.148,0.100,0.000,0.062,-0.028,0.51322,0.01914
0.600,0.500,0.148,0.100,0.000,0.062,-0.023,0.51473,0.02133
0.600,0.500,0.148,0.100,0.000,0.062,-0.018,0.51623,0.02351
0.600,0.500,0.148,0.100,0.000,0.062,-0.013,0.51774,0.02570
0.600,0.500,0.148,0.100,0.000,0.062,-0.008,0.51925,0.02788
0.600,0.500,0.148,0.100,0.000,0.062,-0.003,0.52076,0.03007
0.600,0.500,0.148,0.100,0.000,0.062,0.003,0.52227,0.03226
0.600,0.500,0.148,0.100,0.000,0.062,0.008,0.52377,0.03444
0.600,0.500,0.148,0.100,0.000,0.062,0.013,0.52528,0.03663
0.600,0.500,0.148,0.100,0.000,0.062,0.018,0.52678,0.03881
0.600,0.500,0.148,0.100,0.000,0.062,0.023,0.52829,0.04100
0.600,0.500,0.148,0.100,0.000,0.062,0.028,0.52979,0.04318
0.600,0.500,0.148,0.100,0.000,0.062,0.033,0.53130,0.04537
0.600,0.500,0.148,0.100,0.000,0.062,0.038,0.53280,0.04755
0.600,0.500,0.148,0.100,0.000,0.062,0.044,0.53430,0.04974
0.600,0.500,0.148,0.100,0.000,0.062,0.049,0.53580,0.05192
0.600,0.500,0.148,0.100,0.000,0.062,0.054,0.53730,0.05411
0.600,0.500,0.148,0.100,0.000,0.062,0.059,0.53880,0.05629
0.600,0.500,0.148,0.100,0.000,0.062,0.064,0.54029,0.05848
0.600,0.500,0.148,0.100,0.000,0.062,0.069,0.54179,0.06066
0.600,0.500,0.148,0.100,0.000,0.062,0.074,0.54328,0.06285
0.600,0.500,0.148,0.100,0.000,0.062,0.079,0.54478,0.06503
0.600,0.500,0.148,0.100,0.000,0.062,0.085,0.54627,0.06722
0.600,0.500,0.148,0.100,0.000,0.062,0.090,0.54776,0.06941
0.600,0.500,0.148,0.100,0.000,0.062,0.095,0.54925,0.07159
0.600,0.500,0.148,0.100,0.000,0.062,0.100,0.55074,0.07378
0.600,0.500,0.148,0.100,0.000,0.067,-0.100,0.49068,-0.01364
0.600,0.500,0.148,0.100,0.000,0.067,-0.095,0.49217,-0.01145
0.600,0.500,0.148,0.100,0.000,0.067,-0.090,0.49366,-0.00927
0.600,0.500,0.148,0.100,0.000,0.067,-0.085,0.49516,-0.00708
0.600,0.500,0.148,0.100,0.000,0.067,-0.079,0.49665,-0.00490
0.600,0.500,0.148,0.100,0.000,0.067,-0.074,0.49815,-0.00271
0.600,0.500,0.148,0.100,0.000,0.067,-0.069,0.49964,-0.00052
0.600,0.500,0.148,0.100,0.000,0.067,-0.064,0.50114,0.00166
0.600,0.500,0.148,0.100,0.000,0.067,-0.059,0.50263,0.00385
0.600,0.500,0.148,0.100,0.000,0.067,-0.054,0.50413,0.00603
0.600,0.500,0.148,0.100,0.000,0.067,-0.049,0.50562,0.00822
0.600,0.500,0.148,0.100,0.000,0.067,-0.044,0.50712,0.01040
0.600,0.500,0.148,0.100,0.000,0.067,-0.038,0.50862,0.01259
0.600,0.500,0.148,0.100,0.000,0.067,-0.033,0.51011,0.01477
0.600,0.500,0.148,0.100,0.000,0.067,-0.028,0.51161,0.01696
0.600,0.500,0.148,0.100,0.000,0.067,-0.023,0.51310,0.01914
0.600,0.500,0.148,0.100,0.000,0.067,-0.018,0.51460,0.02133
0.600,0.500,0.148,0.100,0.000,0.067,-0.013,0.51609,0.02351
0.600,0.500,0.148,0.100,0.000,0.067,-0.008,0.51759,0.02570
0.600,0.500,0.148,0.100,0.000,0.067,-0.003,0.51908,0.02788
0.600,0.500,0.148,0.100,0.000,0.067,0.003,0.52058,0.03007
0.600,0.500,0.148,0.100,0.000,0.067,0.008,0.52207,0.03226
0.600,0.500,0.148,0.100,0.000,0.067,0.013,0.52357,0.03444
0.600,0.500,0.148,0.100,0.000,0.067,0.018,0.52506,0.03663
0.600,0.500,0.148,0.100,0.000,0.067,0.023,0.52655,0.03881
0.600,0.500,0.148,0.100,0.000,0.067,0.028,0.52804,0.04100
0.600,0.500,0.148,0.100,0.000,0.067,0.033,0.52953,0.04318
0.600,0.500,0.148,0.100,0.000,0.067,0.038,0.53102,0.04537
0.600,0.500,0.148,0.100,0.000,0.067,0.044,0.53251,0.04755
0.600,0.500,0.148,0.100,0.000,0.067,0.049,0.53400,0.04974
0.600,0.500,0.148,0.100,0.000,0.067,0.054,0.53548,0.05192
0.600,0.500,0.148,0.100,0.000,0.067,0.059,0.53697,0.05411
0.600,0.500,0.148,0.100,0.000,0.067,0.064,0.53845,0.05629
0.600,0.500,0.148,0.100,0.000,0.067,0.069,0.53993,0.05848
0.600,0.500,0.148,0.100,0.000,0.067,0.074,0.54142,0.06066
0.600,0.500,0.148,0.100,0.000,0.067,0.079,0.54290,0.06285
0.600,0.500,0.148,0.100,0.000,0.067,0.085,0.54438,0.06503
0.600,0.500,0.148,0.100,0.000,0.067,0.090,0.54585,0.06722
0.600,0.500,0.148,0.100,0.000,0.067,0.095,0.54733,0.06941
0.600,0.500,0.148,0.100,0.000,0.067,0.100,0.54880,0.07159
0.600,0.500,0.148,0.100,0.000,0.072,-0.100,0.48928,-0.01582
0.600,0.500,0.148,0.100,0.000,0.072,-0.095,0.49076,-0.01364
0.600,0.500,0.148,0.100,0.000,0.072,-0.090,0.49224,-0.01145
0.600,0.500,0.148,0.100,0.000,0.072,-0.085,0.49372,-0.00927
0.600,0.500,0.148,0.100,0.000,0.072,-0.079,0.49520,-0.00708
0.600,0.500,0.148,0.100,0.000,0.072,-0.074,0.49668,-0.00490
0.600,0.500,0.148,0.100,0.000,0.072,-0.069,0.49816,-0.00271
0.600,0.500,0.148,0.100,0.000,0.072,-0.064,0.49964,-0.00052
0.600,0.500,0.148,0.100,0.000,0.072,-0.059,0.50113,0.00166
0.600,0.500,0.148,0.100,0.000,0.072,-0.054,0.50261,0.00385
0.600,0.500,0.148,0.100,0.000,0.072,-0.049,0.50409,0.00603
0.600,0.500,0.148,0.100,0.000,0.072,-0.044,0.50558,0.00822
0.600,0.500,0.148,0.100,0.000,0.072,-0.038,0.50706,0.01040
0.600,0.500,0.148,0.100,0.000,0.072,-0.033,0.50854,0.01259
0.600,0.500,0.148,0.100,0.000,0.072,-0.028,0.51003,0.01477
0.600,0.500,0.148,0.100,0.000,0.072,-0.023,0.51151,0.01696
0.600,0.500,0.148,0.100,0.000,0.072,-0.018,0.51299,0.01914
0.600,0.500,0.148,0.100,0.000,0.072,-0.013,0.51447,0.02133
0.600,0.500,0.148,0.100,0.000,0.072,-0.008,0.51596,0.02351
0.600,0.500,0.148,0.100,0.000,0.072,-0.003,0.51744,0.02570
0.600,0.500,0.148,0.100,0.000,0.072,0.003,0.51892,0.02788
0.600,0.500,0.148,0.100,0.000,0.072,0.008,0.52040,0.03007
0.600,0.500,0.148,0.100,0.000,0.072,0.013,0.52188,0.03226
0.600,0.500,0.148,0.100,0.000,0.072,0.018,0.52336,0.03444
0.600,0.500,0.148,0.100,0.000,0.072,0.023,0.52484,0.03663
0.600,0.500,0.148,0.100,0.000,0.072,0.028,0.52632,0.03881
0.600,0.500,0.148,0.100,0.000,0.072,0.033,0.52780,0.04100
0.600,0.500,0.148,0.100,0.000,0.072,0.038,0.52927,0.04318
0.600,0.500,0.148,0.100,0.000,0.072,0.044,0.53075,0.04537
0.600,0.500,0.148,0.100,0.000,0.072,0.049,0.53222,0.04755
0.600,0.500,0.148,0.100,0.000,0.072,0.054,0.53370,0.04974
0.600,0.500,0.148,0.100,0.000,0.072,0.059,0.53517,0.05192
0.600,0.500,0.148,0.100,0.000,0.072,0.064,0.53664,0.05411
0.600,0.500,0.148,0.100,0.000,0.072,0.069,0.53811,0.05629
0.600,0.500,0.148,0.100,0.000,0.072,0.074,0.53958,0.05848
0.600,0.500,0.148,0.100,0.000,0.072,0.079,0.54105,0.06066
0.600,0.500,0.148,0.100,0.000,0.072,0.085,0.54251,0.06285
0.600,0.500,0.148,0.100,0.000,0.072,0.090,0.54398,0.06503
0.600,0.500,0.148,0.100,0.000,0.072,0.095,0.54544,0.06722
0.600,0.500,0.148,0.100,0.000,0.072,0.100,0.54691,0.06941
0.600,0.500,0.148,0.100,0.000,0.077,-0.100,0.48790,-0.01801
0.600,0.500,0.148,0.100,0.000,0.077,-0.095,0.48936,-0.01582
0.600,0.500,0.148,0.100,0.000,0.077,-0.090,0.49083,-0.01364
0.600,0.500,0.148,0.100,0.000,0.077,-0.085,0.49230,-0.01145
0.600,0.500,0.148,0.100,0.000,0.077,-0.079,0.49377,-0.00927
0.600,0.500,0.148,0.100,0.000,0.077,-0.074,0.49524,-0.00708
0.600,0.500,0.148,0.100,0.000,0.077,-0.069,0.49671,-0.00490
0.600,0.500,0.148,0.100,0.000,0.077,-0.064,0.49818,-0.00271
0.600,0.500,0.148,0.100,0.000,0.077,-0.059,0.49965,-0.00052
0.600,0.500,0.148,0.100,0.000,0.077,-0.054,0.50112,0.00166
0.600,0.500,0.148,0.100,0.000,0.077,-0.049,0.50259,0.00385
0.600,0.500,0.148,0.100,0.000,0.077,-0.044,0.50406,0.00603
0.600,0.500,0.148,0.100,0.000,0.077,-0.038,0.50553,0.00822
0.600,0.500,0.148,0.100,0.000,0.077,-0.033,0.50700,0.01040
0.600,0.500,0.148,0.100,0.000,0.077,-0.028,0.50847,0.01259
0.600,0.500,0.148,0.100,0.000,0.077,-0.023,0.50994,0.01477
0.600,0.500,0.148,0.100,0.000,0.077,-0.018,0.51141,0.01696
0.600,0.500,0.148,0.100,0.000,0.077,-0.013,0.51288,0.01914
0.600,0.500,0.148,0.100,0.000,0.077,-0.008,0.51435,0.02133
0.600,0.500,0.148,0.100,0.000,0.077,-0.003,0.51582,0.02351
0.600,0.500,0.148,0.100,0.000,0.077,0.003,0.51729,0.02570
0.600,0.500,0.148,0.100,0.000,0.077,0.008,0.51876,0.02788
0.600,0.500,0.148,0.100,0.000,0.077,0.013,0.52023,0.03007
0.600,0.500,0.148,0.100,0.000,0.077,0.018,0.52169,0.03226
0.600,0.500,0.148,0.100,0.000,0.077,0.023,0.52316,0.03444
0.600,0.500,0.148,0.100,0.000,0.077,0.028,0.52463,0.03663
0.600,0.500,0.148,0.100,0.000,0.077,0.033,0.52609,0.03881
0.600,0.500,0.148,0.100,0.000,0.077,0.038,0.52756,0.04100
0.600,0.500,0.148,0.100,0.000,0.077,0.044,0.52902,0.04318
0.600,0.500,0.148,0.100,0.000,0.077,0.049,0.53048,0.04537
0.600,0.500,0.148,0.100,0.000,0.077,0.054,0.53194,0.04755
0.600,0.500,0.148,0.100,0.000,0.077,0.059,0.53340,0.04974
0.600,0.500,0.148,0.100,0.000,0.077,0.064,0.53486,0.05192
0.600,0.500,0.148,0.100,0.000,0.077,0.069,0.53632,0.05411
0.600,0.500,0.148,0.100,0.000,0.077,0.074,0.53778,0.05629
0.600,0.500,0.148,0.100,0.000,0.077,0.079,0.53923,0.05848
0.600,0.500,0.148,0.100,0.000,0.077,0.085,0.54069,0.06066
0.600,0.500,0.148,0.100,0.000,0.077,0.090,0.54214,0.06285
0.600,0.500,0.148,0.100,0.000,0.077,0.095,0.54359,0.06503
0.600,0.500,0.148,0.100,0.000,0.077,0.100,0.54504,0.06722
0.600,0.500,0.148,0.100,0.000,0.082,-0.100,0.48654,-0.02019
0.600,0.500,0.148,0.100,0.000,0.082,-0.095,0.48799,-0.01801
0.600,0.500,0.148,0.100,0.000,0.082,-0.090,0.48945,-0.01582
0.600,0.500,0.148,0.100,0.000,0.082,-0.085,0.49090,-0.01364
0.600,0.500,0.148,0.100,0.000,0.082,-0.079,0.49236,-0.01145
0.600,0.500,0.148,0.100,0.000,0.082,-0.074,0.49382,-0.00927
0.600,0.500,0.148,0.100,0.000,0.082,-0.069,0.49528,-0.00708
0.600,0.500,0.148,0.100,0.000,0.082,-0.064,0.49673,-0.00490
0.600,0.500,0.148,0.100,0.000,0.082,-0.059,0.49819,-0.00271
0.600,0.500,0.148,0.100,0.000,0.082,-0.054,0.49965,-0.00052
0.600,0.500,0.148,0.100,0.000,0.082,-0.049,0.50111,0.00166
0.600,0.500,0.148,0.100,0.000,0.082,-0.044,0.50257,0.00385
0.600,0.500,0.148,0.100,0.000,0.082,-0.038,0.50403,0.00603
0.600,0.500,0.148,0.100,0.000,0.082,-0.033,0.50548,0.00822
0.600,0.500,0.148,0.100,0.000,0.082,-0.028,0.50694,0.01040
0.600,0.500,0.148,0.100,0.000,0.082,-0.023,0.50840,0.01259
0.600,0.500,0.148,0.100,0.000,0.082,-0.018,0.50986,0.01477
0.600,0.500,0.148,0.100,0.000,0.082,-0.013,0.51132,0.01696
0.600,0.500,0.148,0.100,0.000,0.082,-0.008,0.51277,0.01914
0.600,0.500,0.148,0.100,0.000,0.082,-0.003,0.51423,0.02133
0.600,0.500,0.148,0.100,0.000,0.082,0.003,0.51569,0.02351
0.600,0.500,0.148,0.100,0.000,0.082,0.008,0.51715,0.02570
0.600,0.500,0.148,0.100,0.000,0.082,0.013,0.51860,0.02788
0.600,0.500,0.148,0.100,0.000,0.082,0.018,0.52006,0.03007
0.600,0.500,0.148,0.100,0.000,0.082,0.023,0.52151,0.03226
0.600,0.500,0.148,0.100,0.000,0.082,0.028,0.52296,0.03444
0.600,0.500,0.148,0.100,0.000,0.082,0.033,0.52442,0.03663
0.600,0.500,0.148,0.100,0.000,0.082,0.038,0.52587,0.03881
0.600,0.500,0.148,0.100,0.000,0.082,0.044,0.52732,0.04100
0.600,0.500,0.148,0.100,0.000,0.082,0.049,0.52877,0.04318
0.600,0.500,0.148,0.100,0.000,0.082,0.054,0.53022,0.04537
0.600,0.500,0.148,0.100,0.000,0.082,0.059,0.53167,0.04755
0.600,0.500,0.148,0.100,0.000,0.082,0.064,0.53312,0.04974
0.600,0.500,0.148,0.100,0.000,0.082,0.069,0.53456,0.05192
0.600,0.500,0.148,0.100,0.000,0.082,0.074,0.53601,0.05411
0.600,0.500,0.148,0.100,0.000,0.082,0.079,0.53745,0.05629
0.600,0.500,0.148,0.100,0.000,0.082,0.085,0.53889,0.05848
0.600,0.500,0.148,0.100,0.000,0.082,0.090,0.54033,0.06066
0.600,0.500,0.148,0.100,0.000,0.082,0.095,0.54177,0.06285
0.600,0.500,0.148,0.100,0.000,0.082,0.100,0.54321,0.06503
0.600,0.500,0.148,0.100,0.000,0.087,-0.100,0.48520,-0.02238
0.600,0.500,0.148,0.100,0.000,0.087,-0.095,0.48664,-0.02019
0.600,0.500,0.148,0.100,0.000,0.087,-0.090,0.48809,-0.01801
0.600,0.500,0.148,0.100,0.000,0.087,-0.085,0.48953,-0.01582
0.600,0.500,0.148,0.100,0.000,0.087,-0.079,0.49098,-0.01364
0.600,0.500,0.148,0.100,0.000,0.087,-0.074,0.49242,-0.01145
0.600,0.500,0.148,0.100,0.000,0.087,-0.069,0.49387,-0.00927
0.600,0.500,0.148,0.100,0.000,0.087,-0.064,0.49531,-0.00708
0.600,0.500,0.148,0.100,0.000,0.087,-0.059,0.49676,-0.00490
0.600,0.500,0.148,0.100,0.000,0.087,-0.054,0.49821,-0.00271
0.600,0.500,0.148,0.100,0.000,0.087,-0.049,0.49965,-0.00052
0.600,0.500,0.148,0.100,0.000,0.087,-0.044,0.50110,0.00166
0.600,0.500,0.148,0.100,0.000,0.087,-0.038,0.50255,0.00385
0.600,0.500,0.148,0.100,0.000,0.087,-0.033,0.50399,0.00603
0.600,0.500,0.148,0.100,0.000,0.087,-0.028,0.50544,0.00822
0.600,0.500,0.148,0.100,0.000,0.087,-0.023,0.50689,0.01040
0.600,0.500,0.148,0.100,0.000,0.087,-0.018,0.50833,0.01259
0.600,0.500,0.148,0.100,0.000,0.087,-0.013,0.50978,0.01477
0.600,0.500,0.148,0.100,0.000,0.087,-0.008,0.51122,0.01696
0.600,0.500,0.148,0.100,0.000,0.087,-0.003,0.51267,0.01914
0.600,0.500,0.148,0.100,0.000,0.087,0.003,0.51411,0.02133
0.600,0.500,0.148,0.100,0.000,0.087,0.008,0.51556,0.02351
0.600,0.500,0.148,0.100,0.000,0.087,0.013,0.51700,0.02570
0.600,0.500,0.148,0.100,0.000,0.087,0.018,0.51845,0.02788
0.600,0.500,0.148,0.100,0.000,0.087,0.023,0.51989,0.03007
0.600,0.500,0.148,0.100,0.000,0.087,0.028,0.52133,0.03226
0.600,0.500,0.148,0.100,0.000,0.087,0.033,0.52277,0.03444
0.600,0.500,0.148,0.100,0.000,0.087,0.038,0.52421,0.03663
0.600,0.500,0.148,0.100,0.000,0.087,0.044,0.52565,0.03881
0.600,0.500,0.148,0.100,0.000,0.087,0.049,0.52709,0.04100
0.600,0.500,0.148,0.100,0.000,0.087,0.054,0.52853,0.04318
0.600,0.500,0.148,0.100,0.000,0.087,0.059,0.52996,0.04537
0.600,0.500,0.148,0.100,0.000,0.087,0.064,0.53140,0.04755
0.600,0.500,0.148,0.100,0.000,0.087,0.069,0.53283,0.04974
0.600,0.500,0.148,0.100,0.000,0.087,0.074,0.53427,0.05192
0.600,0.500,0.148,0.100,0.000,0.087,0.079,0.53570,0.05411
0.600,0.500,0.148,0.100,0.000,0.087,0.085,0.53713,0.05629
0.600,0.500,0.148,0.100,0.000,0.087,0.090,0.53856,0.05848
0.600,0.500,0.148,0.100,0.000,0.087,0.095,0.53999,0.06066
0.600,0.500,0.148,0.100,0.000,0.087,0.100,0.54141,0.06285
0.600,0.500,0.148,0.100,0.000,0.092,-0.100,0.48389,-0.02456
0.600,0.500,0.148,0.100,0.000,0.092,-0.095,0.48532,-0.02238
0.600,0.500,0.148,0.100,0.000,0.092,-0.090,0.48675,-0.02019
0.600,0.500,0.148,0.100,0.000,0.092,-0.085,0.48818,-0.01801
0.600,0.500,0.148,0.100,0.000,0.092,-0.079,0.48962,-0.01582
0.600,0.500,0.148,0.100,0.000,0.092,-0.074,0.49105,-0.01364
0.600,0.500,0.148,0.100,0.000,0.092,-0.069,0.49248,-0.01145
0.600,0.500,0.148,0.100,0.000,0.092,-0.064,0.49392,-0.00927
0.600,0.500,0.148,0.100,0.000,0.092,-0.059,0.49535,-0.00708
0.600,0.500,0.148,0.100,0.000,0.092,-0.054,0.49679,-0.00490
0.600,0.500,0.148,0.100,0.000,0.092,-0.049,0.49822,-0.00271
0.600,0.500,0.148,0.100,0.000,0.092,-0.044,0.49966,-0.00052
0.600,0.500,0.148,0.100,0.000,0.092,-0.038,0.50109,0.00166
0.600,0.500,0.148,0.100,0.000,0.092,-0.033,0.50253,0.00385
0.600,0.500,0.148,0.100,0.000,0.092,-0.028,0.50396,0.00603
0.600,0.500,0.148,0.100,0.000,0.092,-0.023,0.50540,0.00822
0.600,0.500,0.148,0.100,0.000,0.092,-0.018,0.50683,0.01040
0.600,0.500,0.148,0.100,0.000,0.092,-0.013,0.50826,0.01259
0.600,0.500,0.148,0.100,0.000,0.092,-0.008,0.50970,0.01477
0.600,0.500,0.148,0.100,0.000,0.092,-0.003,0.51113,0.01696
0.600,0.500,0.148,0.100,0.000,0.092,0.003,0.51256,0.01914
0.600,0.500,0.148,0.100,0.000,0.092,0.008,0.51400,0.02133
0.600,0.500,0.148,0.100,0.000,0.092,0.013,0.51543,0.02351
0.600,0.500,0.148,0.100,0.000,0.092,0.018,0.51686,0.02570
0.600,0.500,0.148,0.100,0.000,0.092,0.023,0.51829,0.02788
0.600,0.500,0.148,0.100,0.000,0.092,0.028,0.51972,0.03007
0.600,0.500,0.148,0.100,0.000,0.092,0.033,0.52115,0.03226
0.600,0.500,0.148,0.100,0.000,0.092,0.038,0.52258,0.03444
0.600,0.500,0.148,0.100,0.000,0.092,0.044,0.52401,0.03663
0.600,0.500,0.148,0.100,0.000,0.092,0.049,0.52544,0.03881
0.600,0.500,0.148,0.100,0.000,0.092,0.054,0.52686,0.04100
0.600,0.500,0.148,0.100,0.000,0.092,0.059,0.52829,0.04318
0.600,0.500,0.148,0.100,0.000,0.092,0.064,0.52971,0.04537
0.600,0.500,0.148,0.100,0.000,0.092,0.069,0.53113,0.04755
0.600,0.500,0.148,0.100,0.000,0.092,0.074,0.53256,0.04974
0.600,0.500,0.148,0.100,0.000,0.092,0.079,0.53398,0.05192
0.600,0.500,0.148,0.100,0.000,0.092,0.085,0.53540,0.05411
0.600,0.500,0.148,0.100,0.000,0.092,0.090,0.53681,0.05629
0.600,0.500,0.148,0.100,0.000,0.092,0.095,0.53823,0.05848
0.600,0.500,0.148,0.100,0.000,0.092,0.100,0.53965,0.06066
0.600,0.500,0.148,0.100,0.000,0.097,-0.100,0.48259,-0.02675
0.600,0.500,0.148,0.100,0.000,0.097,-0.095,0.48401,-0.02456
0.600,0.500,0.148,0.100,0.000,0.097,-0.090,0.48543,-0.02238
0.600,0.500,0.148,0.100,0.000,0.097,-0.085,0.48685,-0.02019
0.600,0.500,0.148,0.100,0.000,0.097,-0.079,0.48827,-0.01801
0.600,0.500,0.148,0.100,0.000,0.097,-0.074,0.48970,-0.01582
0.600,0.500,0.148,0.100,0.000,0.097,-0.069,0.49112,-0.01364
0.600,0.500,0.148,0.100,0.000,0.097,-0.064,0.49254,-0.01145
0.600,0.500,0.148,0.100,0.000,0.097,-0.059,0.49396,-0.00927
0.600,0.500,0.148,0.100,0.000,0.097,-0.054,0.49539,-0.00708
0.600,0.500,0.148,0.100,0.000,0.097,-0.049,0.49681,-0.00490
0.600,0.500,0.148,0.100,0.000,0.097,-0.044,0.49823,-0.00271
0.600,0.500,0.148,0.100,0.000,0.097,-0.038,0.49966,-0.00052
0.600,0.500,0.148,0.100,0.000,0.097,-0.033,0.50108,0.00166
0.600,0.500,0.148,0.100,0.000,0.097,-0.028,0.50251,0.00385
0.600,0.500,0.148,0.100,0.000,0.097,-0.023,0.50393,0.00603
0.600,0.500,0.148,0.100,0.000,0.097,-0.018,0.50535,0.00822
0.600,0.500,0.148,0.100,0.000,0.097,-0.013,0.50677,0.01040
0.600,0.500,0.148,0.100,0.000,0.097,-0.008,0.50820,0.01259
0.600,0.500,0.148,0.100,0.000,0.097,-0.003,0.50962,0.01477
0.600,0.500,0.148,0.100,0.000,0.097,0.003,0.51104,0.01696
0.600,0.500,0.148,0.100,0.000,0.097,0.008,0.51246,0.01914
0.600,0.500,0.148,0.100,0.000,0.097,0.013,0.51388,0.02133
0.600,0.500,0.148,0.100,0.000,0.097,0.018,0.51530,0.02351
0.600,0.500,0.148,0.100,0.000,0.097,0.023,0.51672,0.02570
0.600,0.500,0.148,0.100,0.000,0.097,0.028,0.51814,0.02788
0.600,0.500,0.148,0.100,0.000,0.097,0.033,0.51956,0.03007
0.600,0.500,0.148,0.100,0.000,0.097,0.038,0.52098,0.03226
0.600,0.500,0.148,0.100,0.000,0.097,0.044,0.52239,0.03444
0.600,0.500,0.148,0.100,0.000,0.097,0.049,0.52381,0.03663
0.600,0.500,0.148,0.100,0.000,0.097,0.054,0.52522,0.03881
0.600,0.500,0.148,0.100,0.000,0.097,0.059,0.52664,0.04100
0.600,0.500,0.148,0.100,0.000,0.097,0.064,0.52805,0.04318
0.600,0.500,0.148,0.100,0.000,0.097,0.069,0.52946,0.04537
0.600,0.500,0.148,0.100,0.000,0.097,0.074,0.53087,0.04755
0.600,0.500,0.148,0.100,0.000,0.097,0.079,0.53228,0.04974
0.600,0.500,0.148,0.100,0.000,0.097,0.085,0.53369,0.05192
0.600,0.500,0.148,0.100,0.000,0.097,0.090,0.53510,0.05411
0.600,0.500,0.148,0.100,0.000,0.097,0.095,0.53650,0.05629
0.600,0.500,0.148,0.100,0.000,0.097,0.100,0.53791,0.05848
0.600,0.500,0.148,0.100,0.000,0.103,-0.100,0.48132,-0.02893
0.600,0.500,0.148,0.100,0.000,0.103,-0.095,0.48272,-0.02675
0.600,0.500,0.148,0.100,0.000,0.103,-0.090,0.48413,-0.02456
0.600,0.500,0.148,0.100,0.000,0.103,-0.085,0.48554,-0.02238
0.600,0.500,0.148,0.100,0.000,0.103,-0.079,0.48695,-0.02019
0.600,0.500,0.148,0.100,0.000,0.103,-0.074,0.48837,-0.01801
0.600,0.500,0.148,0.100,0.000,0.103,-0.069,0.48978,-0.01582
0.600,0.500,0.148,0.100,0.000,0.103,-0.064,0.49119,-0.01364
0.600,0.500,0.148,0.100,0.000,0.103,-0.059,0.49260,-0.01145
0.600,0.500,0.148,0.100,0.000,0.103,-0.054,0.49401,-0.00927
0.600,0.500,0.148,0.100,0.000,0.103,-0.049,0.49542,-0.00708
0.600,0.500,0.148,0.100,0.000,0.103,-0.044,0.49684,-0.00490
0.600,0.500,0.148,0.100,0.000,0.103,-0.038,0.49825,-0.00271
0.600,0.500,0.148,0.100,0.000,0.103,-0.033,0.49966,-0.00052
0.600,0.500,0.148,0.100,0.000,0.103,-0.028,0.50107,0.00166
0.600,0.500,0.148,0.100,0.000,0.103,-0.023,0.50249,0.00385
0.600,0.500,0.148,0.100,0.000,0.103,-0.018,0.50390,0.00603
0.600,0.500,0.148,0.100,0.000,0.103,-0.013,0.50531,0.00822
0.600,0.500,0.148,0.100,0.000,0.103,-0.008,0.50672,0.01040
0.600,0.500,0.148,0.100,0.000,0.103,-0.003,0.50813,0.01259
0.600,0.500,0.148,0.100,0.000,0.103,0.003,0.50954,0.01477
0.600,0.500,0.148,0.100,0.000,0.103,0.008,0.51095,0.01696
0.600,0.500,0.148,0.100,0.000,0.103,0.013,0.51236,0.01914
0.600,0.500,0.148,0.100,0.000,0.103,0.018,0.51377,0.02133
0.600,0.500,0.148,0.100,0.000,0.103,0.023,0.51518,0.02351
0.600,0.500,0.148,0.100,0.000,0.103,0.028,0.51659,0.02570
