pi,s,R,A,D,C,B,Phat,WI
0.900,0.250,0.052,0.100,0.000,0.118,-0.090,0.43138,-0.04587
0.900,0.250,0.052,0.100,0.000,0.118,-0.085,0.43471,-0.04344
0.900,0.250,0.052,0.100,0.000,0.118,-0.079,0.43807,-0.04101
0.900,0.250,0.052,0.100,0.000,0.118,-0.074,0.44147,-0.03858
0.900,0.250,0.052,0.100,0.000,0.118,-0.069,0.44490,-0.03615
0.900,0.250,0.052,0.100,0.000,0.118,-0.064,0.44837,-0.03372
0.900,0.250,0.052,0.100,0.000,0.118,-0.059,0.45187,-0.03128
0.900,0.250,0.052,0.100,0.000,0.118,-0.054,0.45541,-0.02885
0.900,0.250,0.052,0.100,0.000,0.118,-0.049,0.45898,-0.02642
0.900,0.250,0.052,0.100,0.000,0.118,-0.044,0.46258,-0.02399
0.900,0.250,0.052,0.100,0.000,0.118,-0.038,0.46623,-0.02156
0.900,0.250,0.052,0.100,0.000,0.118,-0.033,0.46990,-0.01913
0.900,0.250,0.052,0.100,0.000,0.118,-0.028,0.47361,-0.01670
0.900,0.250,0.052,0.100,0.000,0.118,-0.023,0.47735,-0.01427
0.900,0.250,0.052,0.100,0.000,0.118,-0.018,0.48113,-0.01184
0.900,0.250,0.052,0.100,0.000,0.118,-0.013,0.48494,-0.00940
0.900,0.250,0.052,0.100,0.000,0.118,-0.008,0.48879,-0.00697
0.900,0.250,0.052,0.100,0.000,0.118,-0.003,0.49267,-0.00454
0.900,0.250,0.052,0.100,0.000,0.118,0.003,0.49658,-0.00211
0.900,0.250,0.052,0.100,0.000,0.118,0.008,0.50052,0.00032
0.900,0.250,0.052,0.100,0.000,0.118,0.013,0.50450,0.00275
0.900,0.250,0.052,0.100,0.000,0.118,0.018,0.50851,0.00518
0.900,0.250,0.052,0.100,0.000,0.118,0.023,0.51254,0.00761
0.900,0.250,0.052,0.100,0.000,0.118,0.028,0.51661,0.01005
0.900,0.250,0.052,0.100,0.000,0.118,0.033,0.52071,0.01248
0.900,0.250,0.052,0.100,0.000,0.118,0.038,0.52484,0.01491
0.900,0.250,0.052,0.100,0.000,0.118,0.044,0.52900,0.01734
0.900,0.250,0.052,0.100,0.000,0.118,0.049,0.53319,0.01977
0.900,0.250,0.052,0.100,0.000,0.118,0.054,0.53740,0.02220
0.900,0.250,0.052,0.100,0.000,0.118,0.059,0.54164,0.02463
0.900,0.250,0.052,0.100,0.000,0.118,0.064,0.54591,0.02706
0.900,0.250,0.052,0.100,0.000,0.118,0.069,0.55021,0.02950
0.900,0.250,0.052,0.100,0.000,0.118,0.074,0.55452,0.03193
0.900,0.250,0.052,0.100,0.000,0.118,0.079,0.55886,0.03436
0.900,0.250,0.052,0.100,0.000,0.118,0.085,0.56323,0.03679
0.900,0.250,0.052,0.100,0.000,0.118,0.090,0.56761,0.03922
0.900,0.250,0.052,0.100,0.000,0.118,0.095,0.57202,0.04165
0.900,0.250,0.052,0.100,0.000,0.118,0.100,0.57644,0.04408
0.900,0.250,0.052,0.100,0.000,0.123,-0.100,0.42261,-0.05317
0.900,0.250,0.052,0.100,0.000,0.123,-0.095,0.42581,-0.05073
0.900,0.250,0.052,0.100,0.000,0.123,-0.090,0.42904,-0.04830
0.900,0.250,0.052,0.100,0.000,0.123,-0.085,0.43230,-0.04587
0.900,0.250,0.052,0.100,0.000,0.123,-0.079,0.43560,-0.04344
0.900,0.250,0.052,0.100,0.000,0.123,-0.074,0.43893,-0.04101
0.900,0.250,0.052,0.100,0.000,0.123,-0.069,0.44229,-0.03858
0.900,0.250,0.052,0.100,0.000,0.123,-0.064,0.44569,-0.03615
0.900,0.250,0.052,0.100,0.000,0.123,-0.059,0.44912,-0.03372
0.900,0.250,0.052,0.100,0.000,0.123,-0.054,0.45258,-0.03128
0.900,0.250,0.052,0.100,0.000,0.123,-0.049,0.45607,-0.02885
0.900,0.250,0.052,0.100,0.000,0.123,-0.044,0.45960,-0.02642
0.900,0.250,0.052,0.100,0.000,0.123,-0.038,0.46316,-0.02399
0.900,0.250,0.052,0.100,0.000,0.123,-0.033,0.46675,-0.02156
0.900,0.250,0.052,0.100,0.000,0.123,-0.028,0.47038,-0.01913
0.900,0.250,0.052,0.100,0.000,0.123,-0.023,0.47404,-0.01670
0.900,0.250,0.052,0.100,0.000,0.123,-0.018,0.47773,-0.01427
0.900,0.250,0.052,0.100,0.000,0.123,-0.013,0.48145,-0.01184
0.900,0.250,0.052,0.100,0.000,0.123,-0.008,0.48520,-0.00940
0.900,0.250,0.052,0.100,0.000,0.123,-0.003,0.48898,-0.00697
0.900,0.250,0.052,0.100,0.000,0.123,0.003,0.49280,-0.00454
0.900,0.250,0.052,0.100,0.000,0.123,0.008,0.49664,-0.00211
0.900,0.250,0.052,0.100,0.000,0.123,0.013,0.50051,0.00032
0.900,0.250,0.052,0.100,0.000,0.123,0.018,0.50442,0.00275
0.900,0.250,0.052,0.100,0.000,0.123,0.023,0.50835,0.00518
0.900,0.250,0.052,0.100,0.000,0.123,0.028,0.51231,0.00761
0.900,0.250,0.052,0.100,0.000,0.123,0.033,0.51630,0.01005
0.900,0.250,0.052,0.100,0.000,0.123,0.038,0.52031,0.01248
0.900,0.250,0.052,0.100,0.000,0.123,0.044,0.52436,0.01491
0.900,0.250,0.052,0.100,0.000,0.123,0.049,0.52843,0.01734
0.900,0.250,0.052,0.100,0.000,0.123,0.054,0.53252,0.01977
0.900,0.250,0.052,0.100,0.000,0.123,0.059,0.53664,0.02220
0.900,0.250,0.052,0.100,0.000,0.123,0.064,0.54078,0.02463
0.900,0.250,0.052,0.100,0.000,0.123,0.069,0.54495,0.02706
0.900,0.250,0.052,0.100,0.000,0.123,0.074,0.54914,0.02950
0.900,0.250,0.052,0.100,0.000,0.123,0.079,0.55335,0.03193
0.900,0.250,0.052,0.100,0.000,0.123,0.085,0.55758,0.03436
0.900,0.250,0.052,0.100,0.000,0.123,0.090,0.56182,0.03679
0.900,0.250,0.052,0.100,0.000,0.123,0.095,0.56609,0.03922
0.900,0.250,0.052,0.100,0.000,0.123,0.100,0.57038,0.04165
0.900,0.250,0.052,0.100,0.000,0.128,-0.100,0.42046,-0.05560
0.900,0.250,0.052,0.100,0.000,0.128,-0.095,0.42360,-0.05317
0.900,0.250,0.052,0.100,0.000,0.128,-0.090,0.42677,-0.05073
0.900,0.250,0.052,0.100,0.000,0.128,-0.085,0.42997,-0.04830
0.900,0.250,0.052,0.100,0.000,0.128,-0.079,0.43321,-0.04587
0.900,0.250,0.052,0.100,0.000,0.128,-0.074,0.43647,-0.04344
0.900,0.250,0.052,0.100,0.000,0.128,-0.069,0.43977,-0.04101
0.900,0.250,0.052,0.100,0.000,0.128,-0.064,0.44310,-0.03858
0.900,0.250,0.052,0.100,0.000,0.128,-0.059,0.44646,-0.03615
0.900,0.250,0.052,0.100,0.000,0.128,-0.054,0.44985,-0.03372
0.900,0.250,0.052,0.100,0.000,0.128,-0.049,0.45327,-0.03128
0.900,0.250,0.052,0.100,0.000,0.128,-0.044,0.45672,-0.02885
0.900,0.250,0.052,0.100,0.000,0.128,-0.038,0.46021,-0.02642
0.900,0.250,0.052,0.100,0.000,0.128,-0.033,0.46372,-0.02399
0.900,0.250,0.052,0.100,0.000,0.128,-0.028,0.46727,-0.02156
0.900,0.250,0.052,0.100,0.000,0.128,-0.023,0.47084,-0.01913
0.900,0.250,0.052,0.100,0.000,0.128,-0.018,0.47445,-0.01670
0.900,0.250,0.052,0.100,0.000,0.128,-0.013,0.47809,-0.01427
0.900,0.250,0.052,0.100,0.000,0.128,-0.008,0.48175,-0.01184
0.900,0.250,0.052,0.100,0.000,0.128,-0.003,0.48544,-0.00940
0.900,0.250,0.052,0.100,0.000,0.128,0.003,0.48917,-0.00697
0.900,0.250,0.052,0.100,0.000,0.128,0.008,0.49292,-0.00454
0.900,0.250,0.052,0.100,0.000,0.128,0.013,0.49670,-0.00211
0.900,0.250,0.052,0.100,0.000,0.128,0.018,0.50050,0.00032
0.900,0.250,0.052,0.100,0.000,0.128,0.023,0.50434,0.00275
0.900,0.250,0.052,0.100,0.000,0.128,0.028,0.50820,0.00518
0.900,0.250,0.052,0.100,0.000,0.128,0.033,0.51208,0.00761
0.900,0.250,0.052,0.100,0.000,0.128,0.038,0.51599,0.01005
0.900,0.250,0.052,0.100,0.000,0.128,0.044,0.51993,0.01248
0.900,0.250,0.052,0.100,0.000,0.128,0.049,0.52389,0.01491
0.900,0.250,0.052,0.100,0.000,0.128,0.054,0.52787,0.01734
0.900,0.250,0.052,0.100,0.000,0.128,0.059,0.53188,0.01977
0.900,0.250,0.052,0.100,0.000,0.128,0.064,0.53591,0.02220
0.900,0.250,0.052,0.100,0.000,0.128,0.069,0.53996,0.02463
0.900,0.250,0.052,0.100,0.000,0.128,0.074,0.54403,0.02706
0.900,0.250,0.052,0.100,0.000,0.128,0.079,0.54812,0.02950
0.900,0.250,0.052,0.100,0.000,0.128,0.085,0.55223,0.03193
0.900,0.250,0.052,0.100,0.000,0.128,0.090,0.55635,0.03436
0.900,0.250,0.052,0.100,0.000,0.128,0.095,0.56049,0.03679
0.900,0.250,0.052,0.100,0.000,0.128,0.100,0.56465,0.03922
0.900,0.250,0.052,0.100,0.000,0.133,-0.100,0.41837,-0.05803
0.900,0.250,0.052,0.100,0.000,0.133,-0.095,0.42145,-0.05560
0.900,0.250,0.052,0.100,0.000,0.133,-0.090,0.42457,-0.05317
0.900,0.250,0.052,0.100,0.000,0.133,-0.085,0.42771,-0.05073
0.900,0.250,0.052,0.100,0.000,0.133,-0.079,0.43089,-0.04830
0.900,0.250,0.052,0.100,0.000,0.133,-0.074,0.43409,-0.04587
0.900,0.250,0.052,0.100,0.000,0.133,-0.069,0.43733,-0.04344
0.900,0.250,0.052,0.100,0.000,0.133,-0.064,0.44059,-0.04101
0.900,0.250,0.052,0.100,0.000,0.133,-0.059,0.44388,-0.03858
0.900,0.250,0.052,0.100,0.000,0.133,-0.054,0.44721,-0.03615
0.900,0.250,0.052,0.100,0.000,0.133,-0.049,0.45056,-0.03372
0.900,0.250,0.052,0.100,0.000,0.133,-0.044,0.45395,-0.03128
0.900,0.250,0.052,0.100,0.000,0.133,-0.038,0.45736,-0.02885
0.900,0.250,0.052,0.100,0.000,0.133,-0.033,0.46080,-0.02642
0.900,0.250,0.052,0.100,0.000,0.133,-0.028,0.46427,-0.02399
0.900,0.250,0.052,0.100,0.000,0.133,-0.023,0.46777,-0.02156
0.900,0.250,0.052,0.100,0.000,0.133,-0.018,0.47130,-0.01913
0.900,0.250,0.052,0.100,0.000,0.133,-0.013,0.47485,-0.01670
0.900,0.250,0.052,0.100,0.000,0.133,-0.008,0.47844,-0.01427
0.900,0.250,0.052,0.100,0.000,0.133,-0.003,0.48205,-0.01184
0.900,0.250,0.052,0.100,0.000,0.133,0.003,0.48568,-0.00940
0.900,0.250,0.052,0.100,0.000,0.133,0.008,0.48935,-0.00697
0.900,0.250,0.052,0.100,0.000,0.133,0.013,0.49304,-0.00454
0.900,0.250,0.052,0.100,0.000,0.133,0.018,0.49675,-0.00211
0.900,0.250,0.052,0.100,0.000,0.133,0.023,0.50050,0.00032
0.900,0.250,0.052,0.100,0.000,0.133,0.028,0.50426,0.00275
0.900,0.250,0.052,0.100,0.000,0.133,0.033,0.50805,0.00518
0.900,0.250,0.052,0.100,0.000,0.133,0.038,0.51187,0.00761
0.900,0.250,0.052,0.100,0.000,0.133,0.044,0.51570,0.01005
0.900,0.250,0.052,0.100,0.000,0.133,0.049,0.51956,0.01248
0.900,0.250,0.052,0.100,0.000,0.133,0.054,0.52344,0.01491
0.900,0.250,0.052,0.100,0.000,0.133,0.059,0.52735,0.01734
0.900,0.250,0.052,0.100,0.000,0.133,0.064,0.53127,0.01977
0.900,0.250,0.052,0.100,0.000,0.133,0.069,0.53521,0.02220
0.900,0.250,0.052,0.100,0.000,0.133,0.074,0.53917,0.02463
0.900,0.250,0.052,0.100,0.000,0.133,0.079,0.54315,0.02706
0.900,0.250,0.052,0.100,0.000,0.133,0.085,0.54714,0.02950
0.900,0.250,0.052,0.100,0.000,0.133,0.090,0.55116,0.03193
0.900,0.250,0.052,0.100,0.000,0.133,0.095,0.55518,0.03436
0.900,0.250,0.052,0.100,0.000,0.133,0.100,0.55922,0.03679
0.900,0.250,0.052,0.100,0.000,0.138,-0.100,0.41633,-0.06046
0.900,0.250,0.052,0.100,0.000,0.138,-0.095,0.41937,-0.05803
0.900,0.250,0.052,0.100,0.000,0.138,-0.090,0.42243,-0.05560
0.900,0.250,0.052,0.100,0.000,0.138,-0.085,0.42552,-0.05317
0.900,0.250,0.052,0.100,0.000,0.138,-0.079,0.42863,-0.05073
0.900,0.250,0.052,0.100,0.000,0.138,-0.074,0.43178,-0.04830
0.900,0.250,0.052,0.100,0.000,0.138,-0.069,0.43496,-0.04587
0.900,0.250,0.052,0.100,0.000,0.138,-0.064,0.43816,-0.04344
0.900,0.250,0.052,0.100,0.000,0.138,-0.059,0.44139,-0.04101
0.900,0.250,0.052,0.100,0.000,0.138,-0.054,0.44465,-0.03858
0.900,0.250,0.052,0.100,0.000,0.138,-0.049,0.44794,-0.03615
0.900,0.250,0.052,0.100,0.000,0.138,-0.044,0.45126,-0.03372
0.900,0.250,0.052,0.100,0.000,0.138,-0.038,0.45460,-0.03128
0.900,0.250,0.052,0.100,0.000,0.138,-0.033,0.45798,-0.02885
0.900,0.250,0.052,0.100,0.000,0.138,-0.028,0.46138,-0.02642
